carat,cut,color,clarity,depth,table,price
1.26,3,5,2,63.4,55.0,5998
0.9,4,4,3,60.6,57.0,4455
0.7,3,6,2,62.6,55.0,2263
0.93,5,7,3,61.6,57.0,4724
1.01,5,6,3,62.4,56.0,5599
1.32,5,4,4,61.1,57.0,9580
0.73,5,2,5,61.6,55.0,2596
0.76,5,6,4,61.5,56.0,3192
0.24,3,5,3,61.6,57.0,370
0.71,2,5,3,63.7,58.0,2308
0.3,2,4,5,63.6,54.0,605
0.3,5,5,8,61.3,58.0,873
0.9,3,5,2,63.1,56.0,3457
1.2,4,5,2,62.8,57.0,5988
0.34,4,6,3,61.9,59.0,765
0.42,4,4,7,60.2,59.0,1179
0.39,3,4,3,62.5,55.0,694
0.71,3,5,3,61.1,57.0,2333
2.3,2,2,2,63.8,55.0,12944
0.52,5,7,7,62.0,57.0,3218
0.43,3,5,5,62.2,61.0,1056
0.82,5,5,2,62.3,56.0,2867
0.97,2,5,3,60.1,65.0,4900
0.73,3,7,3,63.1,57.0,2808
0.71,4,4,2,62.4,59.0,1963
0.71,4,3,2,61.5,57.0,1960
0.3,5,4,2,62.5,56.0,382
0.53,5,3,4,61.5,56.0,1427
1.61,5,3,3,62.3,56.0,9341
1.52,2,6,1,57.3,58.0,3105
1.55,4,4,4,60.5,60.0,10499
1.01,4,5,6,59.9,58.0,8905
0.7,5,3,5,62.0,59.0,2648
0.71,3,7,5,62.9,56.0,3465
0.33,5,6,7,61.9,54.0,945
1.19,4,2,2,61.6,56.0,4558
0.51,5,5,6,60.4,56.0,2054
1.07,2,6,2,60.0,62.0,4453
0.31,5,4,4,61.7,57.0,544
2.01,2,6,2,63.1,58.0,15255
0.31,5,2,7,62.1,56.0,571
0.7,5,2,3,62.6,54.0,2287
0.38,5,5,5,62.0,54.0,865
0.31,4,5,4,59.4,58.0,583
0.33,5,4,8,61.5,56.0,992
1.56,4,4,4,61.9,58.0,13178
1.5,3,5,1,63.2,57.0,6028
2.02,4,4,2,60.1,59.0,16944
0.73,4,5,4,58.7,57.0,2882
0.3,3,3,7,62.0,59.0,684
0.56,5,5,3,61.4,57.0,1441
1.29,4,2,3,61.8,59.0,6429
1.04,3,5,8,59.8,56.0,10515
0.4,5,5,4,62.7,56.0,1080
0.25,3,6,6,62.2,58.0,548
1.13,4,3,4,60.6,58.0,5885
1.02,3,1,3,63.1,60.0,3879
0.3,4,7,3,61.7,59.0,552
0.5,3,6,4,61.3,62.0,1407
1.0,1,2,2,65.8,58.0,3348
0.31,5,6,8,61.9,56.0,1133
0.32,5,4,4,62.0,57.0,524
0.42,3,4,3,63.2,57.0,945
0.9,3,1,2,62.3,59.0,2693
0.35,4,3,3,62.4,58.0,504
0.74,3,3,3,62.4,58.0,2426
0.56,5,6,5,61.3,55.0,2032
0.31,4,2,5,62.6,59.0,489
0.73,4,7,3,60.8,55.0,2865
0.92,4,2,3,60.4,59.0,2730
0.7,4,5,3,60.2,58.0,2319
0.52,5,4,6,61.6,55.0,1957
1.51,5,6,4,59.8,59.0,13986
1.0,2,5,2,62.0,59.0,4204
0.8,5,4,4,60.1,57.0,2550
0.71,2,6,4,59.2,61.0,2772
0.72,3,1,3,58.3,62.0,1886
0.32,5,4,2,62.5,57.0,540
0.57,5,4,4,61.8,56.0,1608
1.5,2,4,3,58.4,65.0,7434
1.21,4,2,3,60.6,56.0,5556
1.51,3,4,2,63.2,55.0,8574
0.4,3,2,7,60.8,58.0,849
0.34,5,6,5,60.8,57.0,1033
0.42,5,6,2,62.7,55.2,687
0.25,3,5,5,59.6,56.0,436
1.05,3,2,4,63.1,58.0,4612
0.26,3,3,5,62.9,54.0,430
0.32,5,4,8,61.9,55.0,918
0.33,5,4,6,61.6,54.0,730
0.58,5,5,5,61.9,56.0,2227
0.7,3,2,7,62.9,58.0,2513
1.0,2,2,5,63.7,56.0,5018
1.0,4,4,5,59.7,59.0,7164
0.31,5,4,4,62.9,57.0,698
1.58,5,3,3,61.4,56.0,10738
0.52,5,7,4,62.3,56.0,1822
0.7,3,7,4,61.2,60.0,3131
1.01,5,4,8,62.2,61.0,8957
1.64,5,5,3,61.8,55.0,13289
0.43,3,3,7,60.2,55.0,1220
1.5,4,4,2,60.7,58.0,8316
1.03,2,7,2,63.8,54.0,3607
1.04,3,3,5,61.2,55.0,6141
1.01,5,6,5,62.7,55.0,7528
1.09,5,5,4,61.2,56.0,7238
1.58,4,7,3,59.0,59.0,13329
1.16,4,3,3,59.6,58.0,4814
0.52,5,6,4,61.1,55.0,1815
1.07,4,3,5,60.5,61.0,4494
1.2,5,7,4,61.4,56.0,9935
0.54,4,4,5,61.6,56.0,1847
0.36,5,3,8,61.6,56.0,912
0.53,2,3,3,63.9,55.0,1242
0.7,1,7,6,58.5,62.0,3296
0.57,5,5,2,61.0,56.0,1397
0.4,4,6,4,61.9,59.0,975
0.9,5,6,4,62.3,57.0,4788
0.9,5,3,4,62.7,57.0,4072
1.25,5,7,4,62.6,56.0,10114
0.31,4,5,8,60.8,59.0,874
0.43,5,5,8,60.9,57.0,1580
0.31,5,7,4,62.5,57.0,942
1.01,4,7,3,59.1,61.0,4909
1.01,5,4,4,59.6,59.0,6295
0.31,4,7,5,59.7,58.0,788
1.54,5,3,2,60.9,56.0,9624
0.32,5,4,7,61.7,56.0,814
0.7,3,5,4,63.4,56.0,2455
2.0,1,3,3,61.2,50.0,13764
0.7,5,5,3,61.8,55.0,2401
1.2,4,7,2,62.6,57.0,5551
1.04,4,4,2,62.9,58.0,4277
0.5,5,6,4,61.6,57.0,1575
0.47,4,6,2,58.7,60.0,1072
1.51,3,3,4,60.9,54.0,11077
0.5,5,6,5,62.3,55.0,1603
1.22,5,3,2,61.0,57.0,5502
0.57,4,3,3,59.3,58.0,1309
0.78,3,7,4,59.8,60.0,3672
0.5,2,7,4,63.4,57.0,1635
1.12,5,6,3,61.6,55.0,6458
1.6,5,3,4,61.2,57.0,8709
0.61,5,5,2,61.9,57.0,1588
0.32,5,7,2,59.5,57.0,477
1.23,5,2,7,62.1,57.0,6989
1.29,4,5,5,60.9,58.0,10530
1.59,5,4,7,59.9,56.0,16599
1.02,5,7,5,62.7,55.0,7118
0.5,3,7,4,62.8,56.0,1752
0.33,5,3,4,60.7,55.0,551
1.1,3,2,4,61.8,58.0,5524
0.43,5,4,6,62.0,55.0,954
0.34,4,5,4,62.6,58.0,880
1.09,5,6,3,61.8,55.0,6849
1.05,5,5,2,60.9,56.0,4675
0.7,3,4,3,63.3,61.0,2184
2.01,4,2,2,59.2,60.0,13574
0.53,5,3,4,62.6,57.0,1412
0.24,3,6,4,63.0,58.0,419
0.7,5,5,4,61.3,57.0,3008
0.52,5,6,8,61.1,57.0,3033
0.7,4,4,3,61.4,60.0,2394
0.45,5,3,7,61.8,57.0,1178
0.85,1,3,1,71.2,54.0,1274
0.28,5,4,8,60.9,57.0,650
0.39,3,5,4,62.1,59.0,716
0.51,5,3,2,62.1,55.0,1016
0.87,3,2,3,63.6,55.8,2791
0.7,4,5,3,62.2,59.0,2423
1.0,3,3,3,62.2,59.0,4830
0.38,5,4,2,62.0,55.0,532
0.31,2,4,3,63.2,57.0,462
1.42,4,6,3,61.1,62.0,9447
1.57,3,3,3,62.0,60.0,10200
0.46,5,7,4,62.4,56.0,1240
0.4,4,7,3,61.7,58.0,990
0.33,4,3,4,62.3,58.0,521
1.25,5,4,2,61.6,57.0,5355
1.21,3,4,2,62.7,59.0,5308
0.31,2,3,3,64.0,54.0,521
1.08,5,7,2,61.6,57.0,5256
0.4,2,4,5,59.6,61.0,952
0.52,4,5,1,63.0,56.0,870
0.3,5,7,3,62.2,55.0,709
2.0,1,3,3,65.1,59.0,13442
1.01,2,4,3,63.4,58.0,4588
2.01,3,2,4,59.6,58.0,16383
0.83,4,1,2,59.1,60.0,2241
0.27,5,2,6,61.6,55.0,480
1.04,3,3,4,60.9,58.0,5447
0.42,3,5,3,63.4,56.0,926
1.2,5,7,3,62.7,55.0,7761
0.9,2,5,2,61.9,62.0,3267
1.5,4,7,3,62.1,60.0,11863
1.0,4,3,4,60.2,62.0,4514
0.7,3,6,2,61.1,62.0,2230
0.3,5,6,7,61.5,57.0,895
0.55,4,7,3,61.6,56.0,1698
1.02,2,2,2,63.6,56.0,3856
1.13,4,3,3,61.2,59.0,4689
2.71,4,6,2,60.4,59.0,17146
0.33,4,3,5,61.5,58.0,743
0.24,2,5,8,65.1,58.0,492
0.72,5,4,7,61.7,55.0,3326
2.35,4,2,2,61.1,58.0,17294
1.08,4,7,5,61.0,59.0,8999
1.2,3,3,3,63.3,57.0,5114
1.01,2,5,4,63.6,59.0,6097
1.51,5,3,3,61.9,57.0,8287
0.42,5,5,7,61.4,56.0,1656
0.31,3,4,6,62.2,56.0,651
0.7,3,3,3,62.6,57.0,1830
0.26,5,3,8,61.1,57.0,600
0.81,4,3,3,59.1,57.0,2585
1.18,5,2,4,62.3,56.0,6304
0.3,5,5,4,62.3,57.0,605
1.06,3,7,3,59.3,60.0,6062
0.34,5,2,4,61.5,55.0,495
0.35,5,7,5,60.1,57.0,862
1.61,5,5,3,62.6,58.0,12085
0.26,5,5,6,61.6,57.0,599
0.91,3,5,3,63.3,60.0,3195
2.02,3,3,2,58.7,62.0,14795
1.01,3,6,3,63.4,55.0,6501
0.4,4,5,5,61.4,58.0,982
0.58,5,3,3,60.9,57.0,1421
1.06,4,5,3,60.4,62.0,5580
0.32,4,4,6,60.9,61.0,936
0.72,5,5,4,62.6,56.0,2956
0.3,5,5,4,62.1,53.6,601
1.16,2,3,3,64.0,58.0,5576
1.55,5,6,3,61.5,56.0,13171
0.43,5,4,6,61.9,55.0,1056
1.02,4,4,5,61.0,58.0,6683
1.0,4,1,6,59.6,61.0,3864
1.02,2,3,2,57.9,61.0,3770
0.38,3,3,4,62.8,56.0,700
1.71,4,4,2,60.9,58.0,11248
0.41,4,4,7,59.7,60.0,1148
0.9,4,6,4,63.0,58.0,4625
0.88,4,7,2,60.9,61.0,3390
1.67,4,2,4,61.9,56.0,10736
0.54,3,5,6,63.2,54.0,2115
0.9,5,5,3,60.7,57.0,4324
0.7,2,4,4,63.8,59.0,2353
0.31,5,6,7,61.5,56.0,865
0.26,5,3,8,62.1,55.0,545
0.7,3,2,2,60.9,59.0,1603
0.32,3,3,5,62.8,58.0,561
0.37,2,5,4,63.3,56.0,746
0.72,3,4,6,62.5,58.0,2889
0.71,3,2,6,61.9,58.0,2137
1.0,2,4,2,57.4,60.0,3941
0.32,3,7,3,60.1,60.0,619
1.31,2,4,3,63.4,56.5,7147
0.44,5,6,3,62.6,56.0,810
0.3,3,3,7,63.1,54.0,819
0.32,3,6,3,63.4,55.0,720
0.41,5,2,6,61.6,56.0,753
0.32,4,1,4,61.9,59.0,504
0.42,5,3,8,61.7,55.0,1273
1.01,3,5,7,62.8,60.0,9667
1.03,5,4,3,62.5,57.0,5337
1.24,5,1,2,60.1,57.0,4783
0.9,1,4,1,66.0,58.0,2310
0.35,5,4,5,61.9,55.0,906
0.9,1,5,4,65.7,57.0,3750
0.63,3,4,5,59.9,57.0,2241
0.73,5,6,3,59.1,59.0,2846
0.33,4,3,7,61.4,59.0,752
0.27,5,5,4,60.9,57.0,577
0.51,4,4,6,61.7,58.0,1974
1.0,4,4,7,62.1,59.0,8008
0.9,2,6,4,64.0,58.0,4203
0.71,2,2,5,63.6,56.0,2306
1.23,5,5,4,61.9,57.0,9759
1.06,3,6,5,59.6,60.0,8219
1.54,4,5,2,62.0,56.0,7486
0.58,3,2,7,63.0,57.0,1790
0.35,4,5,4,62.1,60.0,706
0.78,1,6,2,66.9,57.0,2721
1.04,4,5,5,59.4,60.0,7632
0.77,5,4,4,61.7,55.0,3786
0.8,5,6,5,62.1,56.0,4086
1.05,5,4,3,61.9,56.0,5361
0.34,4,7,3,61.2,58.0,626
0.72,5,1,7,62.4,58.0,2139
0.6,5,6,3,61.4,57.0,1601
0.52,5,5,4,61.3,56.0,1451
2.02,4,4,3,62.3,61.0,16323
0.41,5,4,6,60.9,56.0,960
0.53,2,7,2,63.9,55.0,1318
0.29,3,3,6,61.7,55.0,541
0.93,5,3,3,61.7,55.0,4317
0.3,3,6,4,62.1,59.0,658
0.78,5,7,3,61.2,58.0,3326
1.02,2,7,4,63.2,58.0,7539
0.5,3,1,4,63.2,60.0,1059
0.32,4,7,3,60.2,58.0,589
0.58,5,4,7,61.3,56.0,2256
1.21,5,2,6,62.2,55.0,7134
1.09,4,7,2,61.2,60.0,5164
0.34,2,6,4,57.8,64.0,754
1.03,3,4,4,58.8,63.0,6806
1.52,5,4,4,61.4,56.0,14692
0.31,5,4,8,60.7,58.0,871
0.41,4,5,6,60.6,58.0,1115
0.26,3,2,6,62.7,55.0,427
0.78,5,7,4,61.7,57.0,3595
1.01,5,6,6,60.0,55.0,9479
0.72,4,3,4,60.7,59.0,2583
1.05,2,3,2,63.9,56.0,3822
1.5,3,6,4,60.7,60.0,14256
0.8,4,5,5,60.5,59.0,3813
0.73,5,6,3,61.4,58.0,2914
0.54,5,3,5,61.3,55.9,1633
1.09,4,7,2,61.9,61.0,3961
0.52,3,5,2,62.3,60.0,1057
1.5,2,1,5,60.7,61.0,8347
0.95,3,4,2,62.6,58.0,4194
1.18,5,7,3,61.9,55.0,7216
1.24,5,7,6,62.6,55.0,13803
1.22,4,4,6,62.0,58.0,10111
0.36,3,3,4,63.5,54.0,729
1.03,5,3,2,61.1,57.0,4384
1.09,5,3,3,61.1,57.0,5219
0.93,5,6,3,59.6,57.0,4700
1.09,4,3,2,62.1,55.0,4578
0.5,5,5,4,60.9,57.0,1749
0.73,4,2,6,60.6,58.0,2519
1.69,2,6,5,63.8,56.0,17400
1.0,4,4,4,62.9,56.0,6209
1.25,5,3,4,61.1,55.0,8498
0.23,3,7,6,60.4,59.0,530
0.45,5,4,3,62.0,54.0,852
0.7,4,4,5,61.0,59.0,2512
1.01,3,7,4,62.7,57.0,7652
0.31,5,6,5,61.6,55.0,871
1.04,5,3,4,61.0,57.0,5189
1.11,3,5,7,59.7,55.0,10141
1.51,3,5,4,63.7,60.0,13012
1.05,5,3,2,61.8,58.0,4604
0.32,4,2,5,62.0,58.0,505
1.7,5,4,7,61.0,56.0,18279
0.43,5,4,6,60.9,57.0,1129
0.3,2,7,3,63.1,56.0,515
2.05,5,1,6,62.7,56.0,17214
1.1,5,3,2,63.1,58.0,4725
0.53,3,5,5,60.6,57.0,1607
0.54,5,4,6,61.5,57.0,2060
0.51,5,4,2,60.6,57.0,973
0.57,5,6,3,61.8,57.0,1728
0.72,5,5,2,60.8,56.0,2674
1.01,2,7,3,61.8,60.0,5443
0.7,2,5,2,63.3,58.0,1978
1.01,4,5,1,62.6,57.0,2257
0.43,4,7,3,61.2,60.0,993
1.52,3,3,2,63.1,55.0,7600
0.7,1,5,5,65.8,59.0,2381
0.51,4,6,3,61.2,61.0,1402
0.26,5,6,6,61.3,57.0,733
0.3,2,1,4,64.1,58.0,441
0.8,5,6,3,61.5,58.0,3362
0.71,5,7,2,61.5,56.2,2564
1.0,3,5,6,63.2,56.0,8467
0.33,5,5,7,61.9,56.0,1021
1.0,5,4,5,62.7,54.0,6465
0.51,4,2,6,59.4,60.0,1211
0.41,5,5,8,61.4,56.0,1439
0.3,5,6,8,62.2,55.0,957
1.01,5,4,5,61.2,57.0,6618
0.3,2,4,5,63.1,58.0,605
0.57,5,7,3,61.4,55.0,1684
0.31,4,3,7,61.8,59.0,612
1.28,2,1,5,59.1,62.0,5759
1.19,5,3,5,62.5,54.0,7466
1.4,4,3,3,62.1,60.0,8133
0.41,2,1,5,63.7,56.0,647
0.5,5,6,4,62.2,54.0,1746
0.51,2,4,2,63.6,54.0,1129
1.06,5,4,5,61.5,57.0,8093
1.13,3,2,2,59.9,57.0,4195
0.31,3,6,4,62.9,56.0,680
0.58,5,7,4,61.2,54.0,1889
1.21,5,4,6,62.0,56.0,10378
0.77,5,5,5,62.1,57.0,3387
1.42,4,4,5,61.7,55.0,11861
0.76,4,3,3,59.8,57.0,2227
0.55,2,1,4,64.1,54.0,1134
1.05,5,4,8,62.5,56.0,8850
1.27,5,4,8,61.5,58.0,11157
1.0,3,5,4,61.9,58.0,6927
0.3,5,7,4,62.5,57.0,710
1.01,3,2,3,64.2,55.0,4475
0.7,2,3,4,59.7,57.0,2347
0.85,5,6,4,59.3,57.0,3924
1.51,1,5,1,67.5,56.0,3734
0.32,5,4,8,61.9,56.0,940
0.32,3,4,4,62.4,59.0,561
0.9,4,2,3,61.8,58.0,3121
0.32,5,5,7,62.1,54.0,912
1.15,5,3,4,62.6,57.0,5989
0.31,4,7,3,61.4,58.0,732
1.05,5,4,4,61.6,59.0,6981
0.3,3,7,3,63.1,55.0,709
0.32,4,2,8,60.3,58.0,673
0.52,5,6,4,61.3,55.0,1767
1.04,4,6,7,62.5,59.0,10539
0.5,5,6,5,62.7,57.0,1591
2.0,5,5,2,62.0,57.0,17710
1.59,5,2,3,62.1,57.0,8835
0.58,5,7,7,62.1,55.0,3732
0.31,3,3,4,60.0,60.0,489
0.41,5,5,4,61.1,56.0,1107
0.23,3,6,6,61.1,58.0,505
0.42,5,1,5,60.9,57.0,851
0.75,5,7,3,62.3,57.0,2954
0.32,5,6,7,61.7,55.0,917
0.31,4,6,2,60.8,61.0,558
0.9,2,3,3,62.8,62.0,3447
1.02,4,5,2,60.3,59.0,4318
1.35,4,2,2,59.8,59.0,5715
0.7,3,6,3,59.6,63.0,2396
0.57,4,2,5,61.6,58.0,1212
0.9,4,3,2,59.6,59.0,3105
1.06,4,3,4,60.7,59.0,5520
1.2,4,5,3,60.2,58.0,6604
0.56,5,6,4,60.9,56.0,1819
0.3,5,6,3,61.3,56.0,640
0.3,5,3,5,61.4,54.0,526
0.33,5,7,5,61.7,55.0,739
0.76,5,3,6,61.8,57.0,2690
1.06,2,6,2,63.9,60.0,4321
1.01,1,4,2,58.7,67.0,3816
0.5,4,5,4,60.6,59.0,1433
0.53,5,5,4,61.1,54.0,1655
0.59,5,7,3,61.4,55.0,1783
0.5,5,4,6,62.8,57.0,1858
2.01,2,3,4,64.1,59.0,18474
0.7,4,1,6,61.9,58.0,1843
0.5,1,6,2,58.0,67.0,851
0.76,3,6,3,60.4,58.0,3261
1.28,5,4,7,62.1,56.0,11147
0.93,4,4,5,62.1,59.0,4793
0.3,4,6,2,62.7,59.0,540
1.93,5,5,3,59.5,60.0,18306
0.55,5,3,7,61.7,55.0,1845
1.04,5,5,1,61.6,57.0,3718
0.7,4,5,3,62.5,59.0,2333
1.0,3,3,3,62.7,59.0,4702
0.4,5,6,2,61.2,55.0,855
0.35,5,7,3,61.6,55.0,827
0.75,5,1,4,62.3,57.0,1923
0.59,4,4,6,62.8,54.0,2040
1.1,3,4,3,62.3,58.0,4997
0.31,5,6,4,62.0,56.0,872
0.53,4,7,4,60.4,58.0,1956
0.74,4,7,2,61.8,59.0,2291
0.31,5,6,5,62.0,55.0,800
0.41,5,2,3,61.7,55.0,561
0.55,5,4,7,61.5,55.0,2473
1.02,3,6,2,62.9,56.0,4398
1.0,5,7,2,62.3,56.0,4427
1.18,3,5,3,59.9,59.0,6053
0.75,5,6,3,61.4,57.0,2831
1.09,4,6,2,60.9,59.0,5127
0.71,4,5,5,62.2,58.0,2832
2.07,5,1,2,62.5,56.0,12778
1.17,5,3,2,62.3,57.0,5111
0.38,5,3,3,61.5,56.0,680
0.54,3,7,4,61.7,55.0,1817
0.76,5,3,4,61.9,55.0,3016
1.16,3,1,4,63.7,56.0,4323
0.42,2,4,6,57.7,59.8,1076
1.06,5,5,8,61.0,57.0,11195
0.32,3,6,3,63.3,56.0,720
0.3,2,7,4,64.1,57.0,608
0.4,2,6,3,60.6,65.0,1110
0.33,5,7,3,62.7,55.0,608
0.9,3,1,3,63.2,60.0,2753
1.24,3,6,3,61.7,59.0,8073
0.4,2,7,2,63.1,57.0,622
0.25,3,7,5,60.8,60.0,388
0.41,4,2,7,59.8,61.0,1107
0.42,5,6,3,61.3,57.0,992
0.33,5,6,4,62.3,56.0,928
1.0,3,5,3,61.8,58.0,5058
1.58,4,5,2,59.1,59.0,6194
0.32,4,6,7,60.5,58.0,1020
0.46,5,4,2,61.1,57.0,807
0.5,4,7,2,62.6,58.0,1243
0.9,3,5,3,62.5,59.0,3954
0.41,2,2,6,63.9,55.0,1061
1.01,3,7,4,62.8,57.0,7278
1.02,4,7,3,62.5,59.0,5998
1.63,5,3,3,61.9,57.0,11078
1.0,2,7,2,64.5,59.0,4541
0.5,5,5,6,61.6,56.0,2160
0.52,5,6,4,62.6,57.0,1815
1.0,3,6,4,62.1,59.0,6600
0.4,5,4,4,61.0,57.0,1010
0.55,5,4,6,61.2,55.8,2064
1.23,2,2,3,60.7,61.0,6165
0.33,2,2,3,63.6,57.0,572
0.3,5,4,4,62.2,57.0,675
0.75,2,7,3,64.1,54.0,2608
2.52,5,2,3,61.5,56.0,17231
1.2,4,3,5,58.5,61.0,6720
0.31,3,4,6,62.1,56.0,707
1.51,4,7,3,61.6,57.0,12738
0.31,5,4,6,62.1,56.0,907
0.3,5,7,4,60.8,57.0,911
0.29,3,4,4,62.0,55.0,471
1.5,3,4,3,63.1,59.0,10139
0.7,5,3,7,61.2,57.0,2947
0.31,5,4,7,61.8,54.0,789
0.8,3,5,4,63.3,59.8,3283
0.32,5,5,6,62.1,54.0,786
0.46,5,2,8,62.2,55.0,1192
0.3,5,6,6,62.0,55.0,721
1.5,1,3,3,65.9,56.0,7211
1.15,3,5,2,63.1,63.0,4915
0.63,2,2,4,56.1,65.0,1440
0.3,3,7,6,59.6,61.0,880
0.41,5,5,4,62.6,57.0,1107
0.7,5,2,6,62.4,53.6,2487
1.58,5,4,5,61.3,57.0,14624
0.54,5,7,4,61.8,57.0,1892
0.54,5,6,4,60.5,56.0,1847
1.26,5,3,6,61.8,56.0,8941
1.52,3,1,7,63.6,56.0,9593
0.3,2,1,3,64.0,55.0,339
0.32,3,7,4,61.8,57.0,758
0.3,5,4,7,62.3,55.0,789
1.0,5,4,3,62.4,56.0,4956
0.7,3,6,3,61.3,61.0,2275
0.21,4,6,4,59.6,56.0,386
0.3,2,4,4,63.1,57.0,526
0.74,5,6,3,61.6,54.0,2699
0.32,4,7,3,60.2,58.0,756
2.55,2,3,2,63.7,59.0,14775
1.54,4,1,5,60.9,61.0,6194
0.3,5,7,4,62.4,55.0,790
0.33,3,2,3,63.0,57.0,434
0.9,5,2,5,62.4,57.0,3545
1.07,5,4,3,62.1,57.0,5232
0.51,4,5,4,61.0,58.0,1687
1.0,5,5,2,62.3,56.0,3696
0.72,5,6,3,62.0,57.0,2626
0.26,3,6,6,61.4,57.0,506
2.02,5,3,3,62.3,57.0,16665
0.3,4,6,4,61.7,60.0,570
0.4,3,5,5,63.4,54.0,909
1.03,5,5,4,59.1,55.0,6543
1.55,5,7,2,61.1,56.0,10275
0.4,4,7,6,60.4,59.0,1263
0.46,5,6,7,62.6,53.0,1816
0.35,5,2,8,62.5,55.0,945
0.55,5,4,3,61.7,55.0,1605
0.42,5,4,3,62.9,54.0,945
0.31,5,7,3,62.9,57.0,732
0.75,3,4,3,62.3,59.0,2462
0.3,4,7,3,62.6,56.0,709
2.02,1,7,3,65.0,55.0,16386
0.55,3,3,4,60.2,59.0,1327
1.02,2,6,4,63.2,60.0,6462
0.75,5,6,2,62.6,55.0,3129
1.21,4,2,2,59.9,58.0,4879
0.71,5,4,3,61.6,55.0,3007
0.26,3,5,3,59.6,55.0,590
0.53,4,4,3,61.3,58.0,1273
0.59,5,6,4,62.3,55.0,1968
2.0,5,2,2,61.1,59.0,13921
1.5,2,1,2,63.6,58.0,6306
0.75,4,3,3,60.2,59.0,2329
0.36,5,3,6,62.3,57.0,726
0.43,4,5,3,62.6,58.0,1016
0.33,5,6,6,61.2,56.0,814
2.01,2,3,2,63.1,55.0,13849
0.31,5,7,4,61.9,56.0,734
0.79,2,4,3,63.6,57.0,2726
1.06,5,5,4,61.0,57.0,7075
1.01,4,5,2,62.2,59.0,4497
1.0,4,6,4,62.1,59.0,6720
0.38,5,5,4,62.0,56.0,800
0.71,3,4,3,58.2,57.0,2039
2.0,5,5,2,62.6,57.0,18172
1.01,5,1,5,61.2,57.0,4693
2.25,1,4,1,64.9,58.0,7069
0.37,3,7,7,62.3,54.0,1108
1.01,5,6,2,61.6,58.0,4668
0.33,5,3,6,60.9,57.0,854
0.33,4,3,4,62.4,58.0,668
1.21,4,4,4,60.3,60.0,8294
0.71,4,6,5,61.1,58.0,3006
0.53,4,7,5,61.3,58.0,2743
0.41,5,5,7,61.8,57.0,1356
0.33,5,4,2,60.2,57.0,594
0.31,5,2,5,61.2,55.0,507
1.5,4,3,3,61.4,56.0,7636
0.31,5,7,4,62.5,56.0,942
1.03,5,4,4,60.7,57.0,6793
0.3,5,7,4,62.9,56.0,911
1.12,4,4,2,62.8,58.0,4478
0.32,5,6,4,62.0,55.0,900
0.28,3,6,5,61.4,60.0,452
0.7,5,3,3,61.4,56.0,2815
0.6,3,6,4,62.9,59.0,2085
1.3,3,1,5,63.2,57.0,4994
0.55,3,7,2,59.7,64.0,1401
0.41,5,3,6,62.0,56.0,961
1.03,5,4,6,61.6,57.0,8020
0.71,4,6,4,62.1,59.0,2735
1.5,5,2,4,62.6,57.0,9586
0.71,1,6,3,64.7,59.0,2352
0.3,3,4,5,62.0,60.0,565
0.3,5,3,5,62.9,54.0,675
1.5,5,6,3,60.4,59.0,12265
1.0,3,3,3,60.9,58.0,5287
1.22,5,3,3,62.2,54.0,6727
0.7,3,3,2,61.5,63.0,1999
2.01,2,2,4,59.0,64.0,11115
0.32,4,7,3,62.3,55.0,756
0.9,2,3,2,63.4,60.0,3160
0.41,5,5,4,61.5,56.0,1322
0.9,2,6,2,61.6,61.0,3595
0.7,5,6,5,62.1,56.0,3472
0.63,1,3,2,64.7,61.0,1235
0.56,5,4,4,61.0,57.0,1580
0.36,5,7,3,62.1,56.0,851
1.0,3,4,4,61.8,59.0,5600
0.42,5,7,6,62.1,55.0,1389
0.25,3,6,6,61.1,61.0,533
0.54,5,7,3,60.7,56.0,1662
2.08,4,3,2,60.0,60.0,11851
1.5,1,4,2,68.5,66.0,6552
0.71,3,4,3,61.7,59.0,2448
1.57,4,3,5,60.5,61.0,10930
1.01,3,6,4,63.0,60.0,6221
0.3,4,6,4,60.7,59.0,658
0.33,4,5,4,60.8,58.0,666
1.7,4,4,3,61.7,58.0,13256
0.52,5,4,6,61.6,56.0,1878
0.7,3,7,3,58.2,60.0,2681
0.32,5,4,7,60.8,56.0,842
1.02,2,6,2,63.4,57.0,4712
1.24,3,2,3,62.5,57.0,5046
0.41,5,3,3,61.3,55.0,1056
0.56,5,7,4,60.6,56.0,2066
0.3,5,4,7,62.6,54.0,789
0.59,3,6,3,62.9,57.0,1664
0.7,1,4,4,57.3,63.0,2273
0.41,4,5,5,59.9,58.0,1007
0.77,5,4,4,61.8,54.0,3300
1.2,4,5,2,62.9,57.0,5712
0.54,5,4,7,61.7,56.0,2041
0.51,3,6,4,63.6,59.0,1577
1.2,4,5,6,62.8,60.0,10580
1.23,5,4,5,61.8,58.0,9116
0.91,2,4,2,63.6,59.0,3282
0.53,5,5,3,62.6,55.0,1359
1.21,5,3,4,62.8,55.0,5882
0.77,4,6,2,60.8,58.0,2519
0.28,5,7,4,62.4,57.0,625
1.01,4,5,3,59.1,59.0,4989
1.77,5,7,2,61.8,57.0,13026
0.31,4,4,8,61.4,59.0,988
2.5,1,4,2,67.0,57.0,14194
2.05,5,3,3,61.9,57.0,17006
0.51,5,6,4,60.4,57.0,1656
1.01,4,4,8,61.3,58.0,7352
1.0,4,5,4,61.7,56.0,6608
0.53,5,6,3,61.4,56.0,1415
